"Sequence","Counter","Date"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-142 2-142 2-142","68","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-142 2-142 2-214","69","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-142 2-142 2-241","70","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-142 2-142 2-412","71","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-142 2-142 2-421","72","9/3/2025 4:49:37 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-142 2-214 2-124","74","9/3/2025 4:49:37 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-124 2-124","17","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-124 2-142","18","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-124 2-214","19","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-124 2-241","20","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-124 2-412","21","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-124 2-421","22","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-142 2-124","24","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-142 2-142","25","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-142 2-214","26","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-142 2-241","27","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-142 2-412","28","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-142 2-421","29","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-214 2-124","31","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-214 2-142","32","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-214 2-214","33","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-214 2-241","34","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-214 2-412","35","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-214 2-421","36","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-241 2-124","38","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-241 2-142","39","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-241 2-214","40","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-241 2-241","41","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-241 2-412","42","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-241 2-421","43","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-412 2-124","45","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-412 2-142","46","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-412 2-214","47","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-412 2-241","48","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-412 2-412","49","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-412 2-421","50","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-421 2-124","52","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-421 2-142","53","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-421 2-214","54","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-421 2-241","55","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-421 2-412","56","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-421 2-421","57","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-142 2-124 2-124","60","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-142 2-124 2-142","61","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-142 2-124 2-214","62","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-142 2-124 2-241","63","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-142 2-124 2-412","64","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-142 2-124 2-421","65","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-142 2-142 2-124","67","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-142 2-142 2-142","68","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-142 2-142 2-214","69","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-142 2-142 2-241","70","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-142 2-142 2-412","71","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-142 2-142 2-421","72","9/3/2025 4:49:37 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-142 2-214 2-124","74","9/3/2025 4:49:37 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-142 2-214 2-142","75","9/3/2025 4:49:37 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-124 2-124","17","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-124 2-142","18","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-124 2-214","19","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-124 2-241","20","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-124 2-412","21","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-124 2-421","22","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-142 2-124","24","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-142 2-142","25","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-142 2-214","26","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-142 2-241","27","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-142 2-412","28","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-142 2-421","29","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-214 2-124","31","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-214 2-142","32","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-214 2-214","33","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-214 2-241","34","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-214 2-412","35","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-214 2-421","36","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-241 2-124","38","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-241 2-142","39","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-241 2-214","40","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-241 2-241","41","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-241 2-412","42","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-241 2-421","43","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-412 2-124","45","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-412 2-142","46","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-412 2-214","47","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-412 2-241","48","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-412 2-412","49","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-412 2-421","50","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-421 2-124","52","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-421 2-142","53","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-421 2-214","54","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-421 2-241","55","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-421 2-412","56","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-421 2-421","57","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-142 2-124 2-124","60","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-142 2-124 2-142","61","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-142 2-124 2-214","62","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-142 2-124 2-241","63","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-142 2-124 2-412","64","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-142 2-124 2-421","65","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-142 2-142 2-124","67","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-142 2-142 2-142","68","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-142 2-142 2-214","69","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-142 2-142 2-241","70","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-142 2-142 2-412","71","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-142 2-142 2-421","72","9/3/2025 4:49:37 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-142 2-214 2-124","74","9/3/2025 4:49:37 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-142 2-214 2-142","75","9/3/2025 4:49:37 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-142 2-214 2-214","76","9/3/2025 4:49:37 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-124 2-124","17","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-124 2-142","18","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-124 2-214","19","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-124 2-241","20","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-124 2-412","21","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-124 2-421","22","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-142 2-124","24","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-142 2-142","25","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-142 2-214","26","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-142 2-241","27","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-142 2-412","28","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-142 2-421","29","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-214 2-124","31","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-214 2-142","32","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-214 2-214","33","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-214 2-241","34","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-214 2-412","35","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-214 2-421","36","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-241 2-124","38","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-241 2-142","39","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-241 2-214","40","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-241 2-241","41","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-241 2-412","42","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-241 2-421","43","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-412 2-124","45","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-412 2-142","46","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-412 2-214","47","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-412 2-241","48","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-412 2-412","49","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-412 2-421","50","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-421 2-124","52","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-421 2-142","53","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-421 2-214","54","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-421 2-241","55","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-421 2-412","56","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-124 2-421 2-421","57","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-142 2-124 2-124","60","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-142 2-124 2-142","61","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-142 2-124 2-214","62","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-142 2-124 2-241","63","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-142 2-124 2-412","64","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-142 2-124 2-421","65","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-142 2-142 2-124","67","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-142 2-142 2-142","68","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-142 2-142 2-214","69","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-142 2-142 2-241","70","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-142 2-142 2-412","71","9/3/2025 4:49:36 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-142 2-142 2-421","72","9/3/2025 4:49:37 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-142 2-214 2-124","74","9/3/2025 4:49:37 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-142 2-214 2-142","75","9/3/2025 4:49:37 PM"
"0-111 0-111 0-111 0-111 0-111 1-223 1-223 1-223 1-223 1-223 1-223 2-124 2-124 2-124 2-142 2-214 2-214","76","9/3/2025 4:49:37 PM"
